"yearmonth.x","TICKER","gsector","bm","lt_ppent","SIZE","chqn","ab0"
201612,"DHR",35,0.0645563731135384,-0.13335235099991,0.897723925422752,-0.248107058994981,-0.002923
201701,"DHR",35,0.0647924833607069,-0.13348931627648,0.876868566111411,-0.231806258267438,0.077709
201702,"DHR",35,0.0653576682175282,-0.133469963744767,0.870179030884526,-0.235708686754943,0.019023
201503,"DIS",25,-0.325918632774957,-0.249467136086688,1.96162905683447,0.368117427536052,0.007782
201504,"DIS",25,-0.323128587118451,-0.249593575419865,2.0831143842484,0.199023576128747,0.036514
201505,"DIS",25,-0.322417958753283,-0.249875424211459,2.08164304150647,0.199338639986245,0.015177
201506,"DIS",25,-0.370596937593822,-0.249735433609377,2.08150832788858,0.193159800552789,0.034158
201507,"DIS",25,-0.369233524024488,-0.249885250688043,2.11041824668642,0.28138033923833,0.057123
201508,"DIS",25,-0.369369252880641,-0.24985072759611,2.10957900882738,0.281614582003324,-0.151
201509,"DIS",25,-0.415123233196672,-0.252227446395503,2.11376345542963,0.286637341847551,0.003141
201510,"DIS",25,-0.415124254812915,-0.252265431732768,2.13512478799801,0.2355105768743,0.112916
201511,"DIS",25,-0.416622609721246,-0.252340155365506,2.13970363873245,0.236441428973361,-0.002374
201512,"DIS",25,-0.462527931064797,-0.255315679312069,2.13545438886532,0.235594298080089,-0.067783
201601,"DIS",25,-0.466318526996302,-0.255580366116971,2.11954629829739,0.254010643920539,-0.088223
201602,"DIS",25,-0.4653518419589,-0.255634833058773,2.11535616859533,0.252941391519437,-0.003331
201603,"DIS",25,-0.466384950861924,-0.248885159616589,2.11972710561895,0.254370941477117,0.039478
